r_tower_killed,d_tower_killed,r_barracks_killed,d_barracks_killed,r_roshan_killed,d_roshan_killed,r_first_blood,d_first_blood,r_had_aegis,d_had_aegis,r_tower_denied,d_tower_denied,obj_len,r_obj,d_obj
2,6,0,0,0,0,False,True,0,0,0,0,9,2,7
2,1,0,0,0,0,False,True,0,0,0,0,4,2,2
9,6,1,2,1,1,True,False,1,1,1,0,24,14,10
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
1,2,0,0,0,0,False,True,0,0,0,0,4,1,3
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,1,0,0,0,0,False,True,0,0,0,0,3,1,2
4,7,4,0,0,1,False,True,0,1,0,0,18,8,10
5,3,0,0,0,0,False,True,0,0,0,0,9,5,4
3,5,0,0,0,0,True,False,0,0,0,0,9,4,5
2,6,0,0,0,0,False,True,0,0,0,1,10,2,8
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
3,4,0,0,0,0,False,True,0,0,0,1,9,3,6
2,4,2,0,0,1,False,True,0,1,1,1,13,5,8
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
6,5,0,2,0,0,True,False,0,0,0,2,16,7,9
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,2,0,0,0,0,True,False,0,0,0,1,5,2,3
6,6,2,1,1,0,True,False,1,0,0,0,18,11,7
4,9,4,0,1,1,True,False,1,1,0,1,23,11,12
5,8,5,0,0,0,False,True,0,0,1,0,20,11,9
1,1,0,0,0,0,True,False,0,0,0,2,5,2,3
6,2,0,0,0,0,False,True,0,0,0,0,9,6,3
2,7,1,0,0,1,True,False,0,1,0,0,13,4,9
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
6,4,0,2,0,0,True,False,0,0,0,0,13,7,6
1,6,2,0,0,0,False,True,0,0,0,0,10,3,7
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
7,2,0,2,1,0,True,False,1,0,0,0,14,10,4
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,4,0,0,0,0,True,False,0,0,0,0,5,1,4
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,3,0,0,0,0,False,True,0,0,0,0,4,0,4
4,0,0,0,1,0,True,False,1,0,0,1,8,7,1
4,0,0,0,0,0,True,False,0,0,0,0,5,5,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
2,0,0,0,0,0,False,True,0,0,0,0,3,2,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,2,0,0,0,0,False,True,0,0,0,0,3,0,3
1,0,0,0,0,0,True,False,0,0,2,0,4,4,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
2,1,0,0,0,0,False,True,0,0,0,0,4,2,2
3,4,0,0,0,0,False,True,0,0,0,1,9,3,6
0,8,4,0,0,0,True,False,0,0,0,0,13,5,8
2,0,0,0,0,0,True,False,0,0,0,1,4,3,1
7,2,0,2,1,0,False,True,1,0,0,0,14,9,5
8,5,0,3,0,0,False,True,0,0,0,1,18,8,10
3,2,0,0,0,0,False,True,0,0,0,0,6,3,3
1,2,0,0,0,0,False,False,0,0,0,0,3,1,2
5,8,3,0,0,0,True,False,0,0,0,0,17,9,8
2,2,0,0,0,0,False,True,0,0,0,0,5,2,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
4,1,0,0,1,0,False,True,1,0,1,0,9,7,2
7,2,0,4,0,0,True,False,0,0,0,0,14,8,6
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
7,2,0,4,1,0,False,True,1,0,0,1,17,9,8
7,3,0,2,1,0,True,False,1,0,0,0,15,10,5
3,3,0,0,0,0,False,True,0,0,0,0,7,3,4
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
2,6,0,0,0,0,True,False,0,0,0,0,9,3,6
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
4,1,0,0,0,0,True,False,0,0,0,0,6,5,1
4,0,0,0,0,0,False,True,0,0,0,0,5,4,1
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
1,6,2,0,0,0,False,True,0,0,0,0,10,3,7
5,2,0,0,0,0,False,True,0,0,0,1,9,5,4
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
2,4,0,0,0,0,True,False,0,0,1,1,9,4,5
3,2,0,0,0,0,True,False,0,0,0,0,6,4,2
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,5,1,0,0,0,False,True,0,0,0,0,8,2,6
4,0,0,0,0,0,True,False,0,0,0,0,5,5,0
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
3,0,0,0,0,0,False,True,0,0,1,0,5,4,1
2,1,0,0,0,0,False,True,0,0,1,1,6,3,3
1,2,0,0,0,1,True,False,0,1,0,1,7,2,5
11,2,0,6,0,0,True,False,0,0,0,0,20,12,8
1,3,0,0,0,0,False,True,0,0,1,0,6,2,4
3,0,0,0,0,0,True,False,0,0,0,0,4,4,0
6,1,0,0,0,0,True,False,0,0,0,0,8,7,1
1,2,0,0,0,0,True,False,0,0,0,0,4,2,2
9,4,0,3,2,0,True,False,2,0,0,0,21,14,7
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
5,3,0,0,0,0,True,False,0,0,0,0,9,6,3
3,1,0,0,0,0,False,True,0,0,0,0,5,3,2
2,3,0,0,0,0,False,True,0,0,0,2,8,2,6
5,3,0,2,2,0,True,False,2,0,1,0,16,11,5
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
7,1,0,1,1,0,False,True,1,0,0,0,12,9,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
6,4,0,0,0,0,False,True,0,0,0,0,11,6,5
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
9,8,2,4,1,0,False,True,1,0,0,1,27,13,14
2,3,0,0,0,0,True,False,0,0,0,1,7,3,4
2,1,0,0,0,0,False,True,0,0,2,0,6,4,2
0,5,0,0,0,0,True,False,0,0,0,0,6,1,5
4,1,0,0,0,0,False,True,0,0,0,0,6,4,2
1,1,0,0,0,0,True,False,0,0,0,0,3,2,1
5,1,0,0,1,0,True,False,1,0,0,0,9,8,1
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
9,6,2,0,1,2,True,False,1,2,1,0,25,15,10
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
5,1,0,0,0,0,True,False,0,0,0,1,8,6,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
7,1,0,6,0,0,True,False,0,0,0,2,17,8,9
2,4,1,0,0,0,True,False,0,0,1,0,9,5,4
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,9,6,0,0,2,True,False,0,2,0,0,21,8,13
0,6,0,0,0,0,False,True,0,0,0,0,7,0,7
6,2,0,0,1,0,True,False,1,0,0,0,11,9,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,2,0,0,0,0,True,False,0,0,0,1,6,3,3
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
9,7,1,5,0,3,True,False,0,3,0,0,29,11,18
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
2,4,0,0,0,0,False,True,0,0,0,0,7,2,5
8,0,0,4,0,0,False,False,0,0,0,0,12,8,4
2,1,0,0,0,0,True,False,0,0,0,2,6,3,3
0,4,0,0,0,0,True,False,0,0,1,0,6,2,4
2,0,0,0,0,0,True,False,0,0,0,0,3,3,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
2,2,0,0,0,0,False,True,0,0,0,0,5,2,3
3,7,0,0,0,1,False,True,0,1,0,0,13,3,10
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,2,0,0,0,0,True,False,0,0,0,0,3,1,2
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,1,0,0,0,0,False,False,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
3,0,0,0,0,0,True,False,0,0,0,1,5,4,1
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
4,2,0,0,0,0,False,False,0,0,1,1,8,5,3
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
2,4,0,0,0,0,False,True,0,0,0,0,7,2,5
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
3,0,0,0,0,0,True,False,0,0,0,0,4,4,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
2,6,1,0,0,0,False,True,0,0,0,0,10,3,7
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,6,0,0,1,1,True,False,1,1,1,0,14,6,8
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
4,9,6,0,0,0,False,True,0,0,0,0,20,10,10
4,4,0,0,0,1,True,False,0,1,0,1,12,5,7
6,1,0,0,0,0,True,False,0,0,0,0,8,7,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
7,2,0,0,1,0,True,False,1,0,1,0,13,11,2
7,3,0,0,1,0,False,True,1,0,1,0,14,10,4
1,4,0,0,0,0,False,True,0,0,0,0,6,1,5
3,3,0,0,0,0,False,False,0,0,0,0,6,3,3
5,0,0,0,0,0,True,False,0,0,0,0,6,6,0
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
9,1,0,6,1,0,True,False,1,0,0,0,19,12,7
1,0,0,0,0,0,False,True,0,0,0,0,2,1,1
8,5,0,4,1,0,False,True,1,0,0,0,20,10,10
6,5,0,0,1,0,False,True,1,0,0,0,14,8,6
4,5,2,0,1,0,True,False,1,0,0,0,14,9,5
7,3,0,2,1,0,True,False,1,0,0,1,16,10,6
6,3,0,1,0,0,True,False,0,0,0,0,11,7,4
3,0,0,0,0,0,True,False,0,0,0,0,4,4,0
1,1,0,0,0,0,False,True,0,0,0,0,3,1,2
5,3,0,0,1,0,False,True,1,0,0,0,11,7,4
5,2,0,0,0,0,False,False,0,0,0,0,7,5,2
1,1,0,0,0,0,False,True,0,0,0,0,3,1,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,1,0,0,0,0,True,False,0,0,0,0,4,3,1
0,3,0,0,0,0,False,True,0,0,1,0,5,1,4
1,5,0,0,0,0,False,True,0,0,0,0,7,1,6
1,0,0,0,0,0,False,False,0,0,0,0,1,1,0
5,6,0,0,0,1,True,False,0,1,1,0,15,7,8
1,0,0,0,0,0,False,True,0,0,0,0,2,1,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
6,7,2,1,1,0,True,False,1,0,0,0,19,11,8
7,0,0,0,0,0,True,False,0,0,0,0,8,8,0
1,2,0,0,0,0,False,True,0,0,0,0,4,1,3
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
6,2,0,0,0,0,False,True,0,0,0,0,9,6,3
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,3,0,0,0,0,False,False,0,0,0,0,4,1,3
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
6,3,0,2,0,0,False,True,0,0,0,0,12,6,6
5,4,0,2,0,1,True,False,0,1,0,0,14,6,8
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
4,3,0,0,0,1,True,False,0,1,0,0,10,5,5
1,8,4,0,0,0,True,False,0,0,0,1,15,6,9
0,1,0,0,0,0,False,True,0,0,0,1,3,0,3
1,0,0,0,0,0,False,True,0,0,0,1,3,1,2
5,0,0,0,1,0,True,False,1,0,1,0,9,9,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
10,5,0,6,2,0,True,False,2,0,0,1,27,15,12
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
5,1,0,0,0,0,True,False,0,0,0,1,8,6,2
7,2,0,2,0,0,True,False,0,0,0,0,12,8,4
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
3,3,0,0,0,0,True,False,0,0,2,0,9,6,3
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
5,7,0,0,0,2,True,False,0,2,0,0,17,6,11
5,3,0,0,1,0,True,False,1,0,0,0,11,8,3
9,2,0,6,1,0,False,True,1,0,0,0,20,11,9
1,3,0,0,0,0,True,False,0,0,1,0,6,3,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
6,2,0,2,0,1,False,True,0,1,1,0,14,7,7
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
10,2,0,6,0,0,True,False,0,0,0,0,19,11,8
3,5,0,0,0,0,False,True,0,0,1,0,10,4,6
4,2,0,0,1,0,True,False,1,0,0,1,10,7,3
5,5,2,0,1,1,True,False,1,1,1,1,19,11,8
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,6,2,0,0,0,False,True,0,0,0,0,10,3,7
2,4,0,0,0,1,True,False,0,1,0,0,9,3,6
0,1,0,0,0,0,False,True,0,0,0,0,2,0,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
8,1,0,3,0,0,True,False,0,0,0,0,13,9,4
4,9,4,0,0,1,True,False,0,1,0,0,20,9,11
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
4,4,0,0,0,0,True,False,0,0,0,1,10,5,5
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
4,0,0,0,1,0,False,False,1,0,0,0,6,6,0
1,7,0,0,1,0,True,False,1,0,0,0,11,4,7
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
3,4,0,0,1,0,False,True,1,0,0,1,11,5,6
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
7,4,0,4,2,0,True,False,2,0,0,1,21,12,9
2,0,0,0,0,0,True,False,0,0,0,0,3,3,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
2,7,2,0,0,1,True,False,0,1,0,0,14,5,9
4,2,0,0,0,1,False,True,0,1,2,0,11,6,5
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
5,4,2,0,0,0,False,True,0,0,0,0,12,7,5
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
0,3,0,0,0,0,True,False,0,0,0,0,4,1,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
7,3,0,2,0,0,True,False,0,0,0,1,14,8,6
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
4,7,4,0,0,0,True,False,0,0,1,0,17,10,7
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
3,2,0,0,0,0,True,False,0,0,0,0,6,4,2
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,3,0,0,0,0,False,True,0,0,0,0,4,0,4
2,5,0,0,0,1,True,False,0,1,0,1,11,3,8
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,3,0,0,0,0,False,True,0,0,1,0,6,2,4
1,2,0,0,0,0,False,True,0,0,0,0,4,1,3
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
2,0,0,0,0,0,True,False,0,0,0,0,3,3,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
6,5,0,0,3,0,True,False,3,0,0,0,18,13,5
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
5,6,0,0,0,1,True,False,0,1,0,0,14,6,8
5,7,0,0,1,0,True,False,1,0,0,0,15,8,7
3,0,0,0,0,0,True,False,0,0,0,0,4,4,0
7,8,4,0,0,2,False,False,0,2,0,0,23,11,12
5,3,0,0,0,0,True,False,0,0,0,1,10,6,4
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,5,2,0,0,0,True,False,0,0,1,0,10,5,5
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
3,0,0,0,0,0,True,False,0,0,0,0,4,4,0
6,2,0,2,0,2,False,True,0,2,3,0,18,9,9
3,2,0,0,0,0,True,False,0,0,0,0,6,4,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
5,7,2,0,1,1,False,True,1,1,0,1,20,9,11
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
5,11,6,0,0,1,True,False,0,1,0,1,26,12,14
5,4,0,0,0,0,False,True,0,0,0,0,10,5,5
2,2,0,0,0,0,False,True,0,0,0,0,5,2,3
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
3,2,0,0,1,0,False,True,1,0,0,0,8,5,3
6,2,0,0,0,0,True,False,0,0,0,0,9,7,2
1,0,0,0,0,0,False,True,0,0,0,0,2,1,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
8,6,2,2,1,0,True,False,1,0,1,0,22,14,8
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
8,0,0,2,1,0,False,False,1,0,0,0,12,10,2
8,3,0,2,1,0,True,False,1,0,0,0,16,11,5
8,3,0,4,0,0,True,False,0,0,1,0,17,10,7
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
3,2,0,0,0,0,False,True,0,0,1,0,7,4,3
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
9,2,0,2,1,0,True,False,1,0,0,0,16,12,4
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,2,0,0,0,1,False,False,0,1,0,0,6,2,4
0,5,0,0,0,0,False,True,0,0,0,0,6,0,6
1,1,0,0,0,0,False,True,0,0,0,0,3,1,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
3,4,0,0,0,0,True,False,0,0,0,0,8,4,4
0,5,0,0,0,0,False,True,0,0,0,0,6,0,6
7,4,0,0,0,0,False,True,0,0,0,0,12,7,5
3,1,0,0,0,0,True,False,0,0,0,0,5,4,1
6,3,0,0,1,0,True,False,1,0,0,0,12,9,3
4,4,0,0,0,0,False,True,0,0,0,0,9,4,5
6,1,0,0,0,0,True,False,0,0,1,1,10,8,2
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
5,2,0,0,0,0,True,False,0,0,0,0,8,6,2
1,6,0,0,0,0,False,True,0,0,0,0,8,1,7
6,9,3,2,1,1,True,False,1,1,0,0,25,12,13
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
6,0,0,1,0,0,True,False,0,0,1,0,9,8,1
0,2,0,0,0,0,False,True,0,0,0,0,3,0,3
5,4,0,0,1,0,False,True,1,0,0,1,13,7,6
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
1,0,0,0,0,0,False,True,0,0,0,0,2,1,1
1,2,0,0,0,0,True,False,0,0,0,0,4,2,2
10,0,0,6,0,0,False,True,0,0,0,0,17,10,7
0,6,2,0,0,0,True,False,0,0,0,1,10,3,7
4,4,0,0,0,0,False,True,0,0,0,0,9,4,5
4,9,6,0,1,0,False,True,1,0,0,0,22,12,10
3,0,0,0,0,0,True,False,0,0,1,0,5,5,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
4,6,0,0,1,0,True,False,1,0,1,1,15,8,7
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
1,2,0,0,0,0,False,True,0,0,1,0,5,2,3
4,4,0,0,1,0,False,True,1,0,0,1,12,6,6
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
6,3,0,2,1,0,True,False,1,0,2,0,16,11,5
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,1,2,1,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,3,0,0,0,0,True,False,0,0,1,0,6,3,3
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,1,2,1,1
0,2,0,0,0,0,False,True,0,0,0,0,3,0,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,4,0,0,0,0,True,False,0,0,1,0,8,4,4
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
1,2,0,0,0,0,False,True,0,0,0,0,4,1,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
5,5,0,0,1,0,True,False,1,0,0,1,14,8,6
1,0,0,0,0,0,True,False,0,0,0,0,2,2,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,1,0,0,0,0,False,True,0,0,0,0,3,1,2
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
8,4,0,4,2,0,False,True,2,0,1,0,22,13,9
2,3,0,0,0,0,True,False,0,0,1,0,7,4,3
3,11,6,0,0,0,True,False,0,0,0,0,21,10,11
2,1,0,0,0,0,False,True,0,0,1,0,5,3,2
2,6,0,0,0,0,False,True,0,0,0,0,9,2,7
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
8,4,0,2,0,0,False,True,0,0,0,0,15,8,7
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
7,5,0,4,1,0,False,True,1,0,0,0,19,9,10
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
3,5,0,0,0,0,False,False,0,0,0,0,8,3,5
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
7,2,0,2,0,0,True,False,0,0,0,0,12,8,4
6,3,0,0,1,0,False,True,1,0,0,0,12,8,4
5,4,0,0,0,0,True,False,0,0,0,0,10,6,4
4,3,0,0,1,0,False,True,1,0,0,1,11,6,5
9,0,0,5,0,0,True,False,0,0,0,0,15,10,5
2,5,0,0,0,0,False,True,0,0,0,0,8,2,6
6,2,0,2,0,0,True,False,0,0,0,1,12,7,5
4,2,0,0,0,0,False,True,0,0,1,0,8,5,3
0,2,0,0,0,0,True,False,0,0,0,0,3,1,2
3,1,0,0,0,0,False,False,0,0,1,0,5,4,1
4,1,0,0,0,0,True,False,0,0,0,0,6,5,1
2,7,4,0,0,1,True,False,0,1,0,2,18,7,11
0,2,0,0,0,0,False,True,0,0,0,0,3,0,3
4,1,0,0,0,0,True,False,0,0,0,1,7,5,2
2,0,0,0,0,0,False,True,0,0,0,1,4,2,2
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
1,0,0,0,0,0,False,True,0,0,0,0,2,1,1
6,8,2,2,1,1,False,True,1,1,1,0,24,11,13
3,5,0,0,0,1,True,False,0,1,1,2,14,5,9
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,9,6,0,0,1,True,False,0,1,0,0,20,9,11
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
4,4,0,0,0,0,False,True,0,0,0,1,10,4,6
4,2,0,0,0,0,False,True,0,0,0,0,7,4,3
5,5,0,0,0,1,False,True,0,1,0,0,13,5,8
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,1,0,0,0,0,True,False,0,0,1,0,5,4,1
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
2,3,0,0,0,0,False,True,0,0,0,0,6,2,4
6,6,3,2,1,1,False,True,1,1,2,0,24,13,11
5,1,0,0,0,0,True,False,0,0,0,1,8,6,2
5,2,0,0,0,0,False,True,0,0,1,1,10,6,4
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
1,8,0,0,0,0,False,True,0,0,0,0,10,1,9
1,10,5,0,0,2,True,False,0,2,1,0,22,8,14
5,0,0,0,0,0,True,False,0,0,0,0,6,6,0
6,7,2,0,1,2,False,True,1,2,2,0,24,12,12
0,1,0,0,0,0,True,False,0,0,0,0,2,1,1
1,6,0,0,0,2,False,True,0,2,0,0,12,1,11
1,2,0,0,0,0,True,False,0,0,0,0,4,2,2
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
3,7,2,0,1,0,True,False,1,0,0,0,15,8,7
4,2,0,0,0,0,True,False,0,0,0,1,8,5,3
3,0,0,0,0,0,True,False,0,0,0,0,4,4,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,True,False,0,0,0,0,1,1,0
0,0,0,0,0,0,False,False,0,0,0,0,0,0,0
5,3,0,0,0,0,True,False,0,0,1,0,10,7,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
6,3,0,0,0,0,True,False,0,0,0,0,10,7,3
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
1,4,0,0,0,0,False,True,0,0,0,0,6,1,5
0,2,0,0,0,0,True,False,0,0,0,0,3,1,2
0,0,0,0,0,0,False,True,0,0,0,0,1,0,1
0,1,0,0,0,0,False,True,0,0,1,0,3,1,2
6,2,0,0,1,0,True,False,1,0,0,0,11,9,2
0,3,0,0,0,0,False,True,0,0,0,0,4,0,4
5,4,0,0,1,0,True,False,1,0,1,0,13,9,4
