chat_len,r_chat_msg,d_chat_msg,r1_chat_msg,r2_chat_msg,r3_chat_msg,r4_chat_msg,r5_chat_msg,d1_chat_msg,d2_chat_msg,d3_chat_msg,d4_chat_msg,d5_chat_msg
4,0,4,0,0,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,2,3,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,0,1,0,0,0,0,1
9,7,2,0,0,6,1,0,0,0,0,2,0
4,3,1,0,3,0,0,0,0,0,0,0,1
2,2,0,0,0,0,2,0,0,0,0,0,0
2,0,2,0,0,0,0,0,1,1,0,0,0
10,8,2,0,0,0,1,7,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,3,0,0,0,0,0,0,0,0,0
5,5,0,0,0,0,0,5,0,0,0,0,0
24,4,20,2,0,2,0,0,0,0,20,0,0
4,3,1,1,0,1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
75,51,24,32,6,0,8,5,0,2,10,10,2
0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0
5,3,2,0,2,1,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1,0,1,2,2,0,0,0,0,0,1
6,1,5,0,0,1,0,0,0,0,0,2,3
6,4,2,4,0,0,0,0,0,0,2,0,0
4,1,3,0,0,0,0,1,0,3,0,0,0
2,0,2,0,0,0,0,0,0,0,0,2,0
5,4,1,0,0,0,0,4,0,0,1,0,0
6,6,0,0,1,1,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,5,0,2,0,5,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,2,0,0,0,4,0,0,0,2,0,0
14,3,11,0,1,0,0,2,1,1,6,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0
14,7,7,0,4,3,0,0,2,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,1,0,1,0,0,0,0,0
2,0,2,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,5,0,0,0,1,0,5,0,0,0,0
3,0,3,0,0,0,0,0,0,0,0,3,0
15,13,2,2,0,11,0,0,0,1,0,1,0
7,0,7,0,0,0,0,0,2,1,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,5,0,4,0,0,2,2,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,2,0,0,5,0,4,0,0,0,0,2
11,7,4,0,0,1,3,3,2,2,0,0,0
25,2,23,0,0,2,0,0,4,0,13,1,5
1,1,0,0,0,0,1,0,0,0,0,0,0
90,37,53,3,0,0,34,0,3,0,46,0,4
3,2,1,1,0,0,0,1,0,0,1,0,0
2,2,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,3,0,0,0,3,0,2,0,0,0,1
27,13,14,0,1,3,0,9,7,0,2,5,0
7,1,6,0,0,0,0,1,0,2,0,2,2
22,12,10,0,0,0,1,11,2,3,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,0
11,6,5,2,0,3,1,0,0,2,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,5,0,0,0,1,1,1,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,2,1,0,0,0,2,0,1,0,1,0
1,1,0,0,0,1,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0,1,0,1,0
8,6,2,4,0,0,1,1,0,2,0,0,0
10,8,2,5,0,0,0,3,1,0,1,0,0
4,2,2,0,0,1,0,1,0,2,0,0,0
5,4,1,3,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,4,0,0,0,2,0,0,0,0,1,3
1,1,0,0,1,0,0,0,0,0,0,0,0
10,4,6,0,1,0,3,0,0,2,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,0,0,0,1,1,6,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0
12,5,7,0,1,0,3,1,5,0,2,0,0
9,5,4,0,0,0,0,5,2,0,0,0,2
12,3,9,0,0,2,1,0,0,2,7,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0
5,3,2,0,0,0,2,1,1,1,0,0,0
2,1,1,0,0,0,1,0,0,0,0,1,0
4,1,3,1,0,0,0,0,0,0,0,3,0
17,6,11,0,0,0,1,5,0,0,0,4,7
18,8,10,2,0,5,1,0,8,0,0,2,0
11,10,1,0,1,0,0,9,0,0,0,1,0
14,1,13,0,1,0,0,0,11,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
9,4,5,0,0,0,0,4,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,1,0,0,0,0,0,0,2,0,1
3,3,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,2,0,4,0,0,0,0,0,2,0,0
8,1,7,0,1,0,0,0,2,0,0,4,1
3,2,1,1,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,0
31,18,13,0,0,12,0,6,4,0,9,0,0
48,41,7,12,5,13,11,0,1,1,3,0,2
97,34,63,21,8,4,0,1,0,58,3,2,0
4,0,4,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,0,1,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,4,3,0,0,0,2,1,0,2,0,1
23,7,16,0,0,1,0,6,0,4,3,9,0
1,0,1,0,0,0,0,0,0,0,1,0,0
4,3,1,0,0,1,2,0,0,1,0,0,0
7,1,6,0,0,0,0,1,0,0,0,3,3
19,6,13,1,0,1,4,0,1,0,11,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,2,0,0,0,0,3,1,0,0,1,0
3,0,3,0,0,0,0,0,0,0,0,0,3
6,1,5,0,1,0,0,0,0,1,0,0,4
4,2,2,0,1,0,0,1,0,0,0,2,0
17,13,4,4,6,1,0,2,0,0,0,4,0
18,14,4,1,8,4,1,0,1,3,0,0,0
6,2,4,0,0,0,1,1,4,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
4,1,3,0,1,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,0,0,0,0,1,0,2,0,0,1
9,3,6,0,0,0,0,3,2,1,2,0,1
7,4,3,0,0,0,2,2,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0
13,6,7,0,4,2,0,0,1,1,0,2,3
4,1,3,1,0,0,0,0,0,0,0,0,3
4,1,3,0,1,0,0,0,1,0,0,2,0
2,2,0,2,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,1,0,0,1,0,0,0,1,0,0
5,2,3,0,0,0,2,0,1,0,2,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,0,0,0,0,2,1,0,0,0,0
8,4,4,1,1,1,0,1,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,6,3,0,0,1,0,6,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,0,0,1,0,0,1,0,1,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0
13,12,1,4,0,0,8,0,1,0,0,0,0
3,3,0,2,1,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,1,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0
4,4,0,0,0,3,1,0,0,0,0,0,0
13,2,11,1,0,0,1,0,9,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,0
4,4,0,0,0,4,0,0,0,0,0,0,0
12,3,9,0,0,3,0,0,0,9,0,0,0
23,16,7,1,1,0,11,3,5,0,0,2,0
4,0,4,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,1,0,1,0,0,0,0,0,1,0
2,2,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,3,2,0,0,0,0,2,0,0,1,0
48,21,27,4,0,1,13,3,11,3,3,5,5
9,4,5,0,0,2,2,0,0,0,1,3,1
28,8,20,0,8,0,0,0,0,18,0,2,0
22,15,7,1,1,1,1,11,3,3,1,0,0
9,6,3,0,1,0,4,1,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,4,0,0,1,2,1,0,0,3,0,1
78,21,57,0,1,0,5,15,52,2,2,1,0
5,2,3,0,0,2,0,0,0,0,0,0,3
1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,1,0,0
24,10,14,5,1,0,4,0,14,0,0,0,0
4,2,2,2,0,0,0,0,0,0,0,0,2
7,5,2,0,1,0,4,0,0,0,2,0,0
8,3,5,0,1,0,2,0,3,0,0,2,0
20,9,11,0,1,8,0,0,2,1,0,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,0,0,0,0,0,2,1,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0
3,1,2,0,0,0,1,0,2,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
19,12,7,4,2,0,6,0,0,0,5,0,2
3,0,3,0,0,0,0,0,2,1,0,0,0
3,3,0,0,0,2,1,0,0,0,0,0,0
8,7,1,1,0,0,5,1,0,0,0,1,0
12,3,9,3,0,0,0,0,0,7,0,2,0
13,3,10,0,3,0,0,0,0,1,0,9,0
1,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,0,1,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,7,1,0,0,2,0,0,0,0,0,7
42,28,14,5,3,9,5,6,0,5,2,1,6
8,0,8,0,0,0,0,0,0,0,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,3,1,0,0,0,0,0,0
7,2,5,1,0,0,0,1,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,0,0,0,0,1,2,0,0,1
35,25,10,5,8,4,4,4,8,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,8,0,1,0,0,0,0,5,0,2,1
5,0,5,0,0,0,0,0,0,1,3,1,0
11,11,0,0,0,8,0,3,0,0,0,0,0
5,3,2,0,2,0,1,0,0,0,2,0,0
4,2,2,0,0,0,2,0,0,1,0,1,0
2,0,2,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1,0,0,0,0,1,1,0,0,0,0
9,4,5,2,0,0,2,0,3,2,0,0,0
11,5,6,0,3,2,0,0,0,1,3,1,1
2,0,2,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,5,0,0,0,0,1,0,2,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,0,11,4,0,0,2,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0,1,0,0,0
6,5,1,0,4,1,0,0,0,0,0,1,0
1,1,0,0,0,0,0,1,0,0,0,0,0
4,1,3,0,0,0,1,0,0,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,3,0,0,5,0,1,0,3,0,0,0
9,3,6,0,0,1,0,2,0,6,0,0,0
16,9,7,8,0,1,0,0,0,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,11,0,0,0,1,0,4,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0,0,1,0,1
8,2,6,0,0,2,0,0,3,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
15,9,6,0,0,9,0,0,0,0,5,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,2,0,0,0,3,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0
2,0,2,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
180,68,112,0,17,28,14,9,89,0,4,7,12
3,1,2,0,0,0,0,1,0,0,0,2,0
19,11,8,4,0,4,2,1,0,6,0,2,0
1,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
26,12,14,5,0,7,0,0,0,5,8,0,1
1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,0,1,1,0,0,0,1,0,0
23,14,9,0,5,3,1,5,0,2,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0
47,27,20,13,3,3,5,3,10,8,2,0,0
2,0,2,0,0,0,0,0,0,1,1,0,0
6,2,4,0,0,2,0,0,1,3,0,0,0
10,6,4,0,3,3,0,0,2,2,0,0,0
4,3,1,0,3,0,0,0,1,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,0,0,0,0,1,0,2,2,0
23,11,12,1,2,0,1,7,1,0,2,9,0
26,16,10,2,0,2,6,6,0,10,0,0,0
10,8,2,2,0,0,5,1,0,2,0,0,0
13,1,12,0,0,1,0,0,2,0,2,8,0
15,13,2,0,0,0,12,1,0,2,0,0,0
13,11,2,6,3,0,0,2,0,0,2,0,0
2,0,2,0,0,0,0,0,0,2,0,0,0
2,2,0,0,0,0,0,2,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0
5,0,5,0,0,0,0,0,1,1,0,3,0
39,18,21,3,1,8,4,2,3,2,1,4,11
2,2,0,0,0,0,0,2,0,0,0,0,0
8,7,1,4,0,2,1,0,0,0,0,1,0
1,1,0,0,0,0,1,0,0,0,0,0,0
3,0,3,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0
20,8,12,1,0,4,3,0,0,3,7,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0
17,7,10,0,0,1,0,6,0,3,2,5,0
1,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,1,0,0,0,0,2,1,0,0,0
22,3,19,3,0,0,0,0,0,7,2,4,6
0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,0,0,0,0,3,0,1,0,0
2,1,1,1,0,0,0,0,0,1,0,0,0
9,4,5,0,1,1,2,0,4,0,0,1,0
4,1,3,0,0,0,1,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,1,0,0,3,0,0,0,1,0,0,0
5,3,2,0,1,0,1,1,0,2,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,14,1,5,0,0,0,0,0,0,0,14
7,4,3,0,2,0,2,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,1,0,0,0,0,0,0,0,0,1
10,3,7,0,0,0,0,3,0,0,1,4,2
3,2,1,0,2,0,0,0,0,1,0,0,0
4,2,2,0,0,2,0,0,0,0,0,2,0
1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,0,0,0,1,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,2,1,1,0,1,3,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
14,8,6,1,0,5,0,2,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,0
7,2,5,1,0,0,1,0,0,3,0,2,0
10,4,6,0,0,3,1,0,2,0,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,2,0,0,0,4,5,1,0,0,1,0
11,6,5,0,4,2,0,0,1,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,4,2,3,1,0,0,1,1,1,1,0
3,2,1,0,0,0,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
18,14,4,1,2,10,0,1,0,1,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,0,0,0,0,0,13,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,2,3,0,0,0,0,1,0,0,0,1
5,4,1,0,1,3,0,0,0,0,0,1,0
12,7,5,0,0,1,4,2,4,1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,3,1,0,3,0,0,0,0,2,1,0
7,3,4,0,3,0,0,0,0,1,0,3,0
18,17,1,2,0,11,4,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,1,0,0,0
24,6,18,1,1,4,0,0,2,0,3,13,0
3,1,2,0,0,0,1,0,0,2,0,0,0
37,12,25,0,8,0,1,3,2,4,16,3,0
3,0,3,0,0,0,0,0,1,0,2,0,0
50,15,35,0,13,1,0,1,0,0,0,35,0
15,10,5,0,0,4,0,6,1,3,0,1,0
3,1,2,0,0,0,0,1,1,0,0,1,0
3,2,1,0,0,2,0,0,0,0,0,1,0
13,10,3,2,1,7,0,0,0,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,0,0,0,0,1,0,0,0,0,2
3,0,3,0,0,0,0,0,1,0,0,1,1
3,0,3,0,0,0,0,0,3,0,0,0,0
7,4,3,3,0,0,0,1,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
3,2,1,1,0,0,0,1,0,0,0,0,1
46,31,15,0,0,14,11,6,0,6,3,5,1
6,6,0,4,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,1,0,1,0,0,0,0,1,0,0
37,8,29,0,1,7,0,0,6,8,3,8,4
1,1,0,0,1,0,0,0,0,0,0,0,0
9,8,1,0,0,0,0,8,0,0,0,0,1
1,0,1,0,0,0,0,0,0,1,0,0,0
10,6,4,3,0,0,1,2,0,0,4,0,0
4,1,3,0,0,1,0,0,2,1,0,0,0
76,71,5,3,0,7,27,34,0,0,1,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,0,2,0,0,0,0,0,1,0
6,1,5,1,0,0,0,0,1,0,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
15,8,7,6,2,0,0,0,0,5,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,1,3,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,3,0,3,0,0,1,0,3,0,0,0
2,0,2,0,0,0,0,0,0,0,0,2,0
3,2,1,0,0,1,1,0,0,0,0,1,0
2,1,1,0,0,0,1,0,0,0,0,1,0
8,7,1,0,0,0,4,3,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
70,44,26,3,28,12,1,0,4,3,0,19,0
1,0,1,0,0,0,0,0,0,0,1,0,0
8,1,7,0,0,1,0,0,0,7,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,0
8,3,5,0,1,0,2,0,0,1,0,2,2
11,9,2,0,0,4,3,2,1,1,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,0
5,1,4,0,0,0,1,0,0,0,0,3,1
26,22,4,6,0,13,1,2,1,0,0,3,0
6,5,1,3,2,0,0,0,1,0,0,0,0
6,4,2,1,1,0,0,2,0,2,0,0,0
11,10,1,0,0,1,2,7,0,1,0,0,0
33,16,17,0,0,3,2,11,3,1,11,2,0
26,10,16,0,0,0,9,1,0,11,4,1,0
22,14,8,1,1,1,0,11,3,0,0,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,0,0,0,1,0,2,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,2,0,0,0,0,0,1,0,0
39,30,9,0,3,0,27,0,6,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
27,18,9,10,5,0,0,3,3,0,0,1,5
2,1,1,0,0,1,0,0,0,0,0,1,0
4,0,4,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,5,3,0,0,0,0,1,0,4,0,0
5,2,3,0,0,0,2,0,0,1,0,2,0
25,17,8,0,0,15,0,2,0,2,0,2,4
3,2,1,2,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,2,0,0,0,0,0
2,2,0,0,0,2,0,0,0,0,0,0,0
12,8,4,0,0,0,8,0,2,0,0,1,1
5,5,0,2,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,2,0,0,0,0,0,1,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0
3,2,1,0,0,0,0,2,0,1,0,0,0
3,3,0,2,0,1,0,0,0,0,0,0,0
15,12,3,0,0,2,10,0,0,0,1,2,0
4,0,4,0,0,0,0,0,0,0,2,0,2
1,0,1,0,0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
20,9,11,0,0,8,1,0,5,3,3,0,0
14,9,5,7,0,0,0,2,2,0,3,0,0
10,4,6,2,0,1,0,1,0,0,0,0,6
2,0,2,0,0,0,0,0,0,0,2,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1,0,1,0,0,0,0,0,0,1,0
6,2,4,0,0,0,0,2,0,3,0,1,0
2,2,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,0,0,0,0,0,0,2,1,0,0
7,5,2,0,0,2,1,2,0,1,0,1,0
2,2,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,2,0,1,0,0,1,0,0,1,0,1
2,1,1,0,0,1,0,0,1,0,0,0,0
3,2,1,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,0
2,2,0,0,1,0,0,1,0,0,0,0,0
11,8,3,1,0,1,5,1,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,0,6,0,0,1,0,0,0,0,0,0
5,0,5,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1,0,0,2,0,3,1,0,0,0,0
9,8,1,0,0,0,0,8,1,0,0,0,0
3,2,1,0,0,0,2,0,0,0,0,0,1
1,1,0,1,0,0,0,0,0,0,0,0,0
3,3,0,1,0,0,2,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0
2,1,1,0,0,1,0,0,0,0,1,0,0
20,12,8,0,11,0,0,1,0,1,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,1,0,1,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
68,41,27,5,5,7,13,11,0,11,6,0,10
20,9,11,3,4,0,2,0,5,5,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,10,0,0,0,1,0,2,8,0,0,0
12,9,3,0,2,6,0,1,1,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0
24,19,5,0,5,10,2,2,1,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,7,0,1,0,0,1,0,1,0,0,6
1,1,0,0,0,0,1,0,0,0,0,0,0
7,7,0,0,1,0,0,6,0,0,0,0,0
7,3,4,0,0,3,0,0,3,0,0,0,1
20,9,11,1,0,0,4,4,0,0,0,4,7
25,15,10,0,15,0,0,0,0,0,10,0,0
2,2,0,0,0,0,0,2,0,0,0,0,0
9,6,3,0,2,0,4,0,0,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
32,15,17,9,0,0,2,4,1,3,4,6,3
4,3,1,0,3,0,0,0,0,0,0,1,0
15,5,10,2,0,0,0,3,2,1,0,3,4
1,0,1,0,0,0,0,0,0,0,1,0,0
12,10,2,7,0,0,2,1,1,0,1,0,0
5,0,5,0,0,0,0,0,2,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,0,0,0,0,0,3,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0
2,2,0,2,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0
19,9,10,0,4,1,4,0,0,1,0,1,8
2,0,2,0,0,0,0,0,0,0,1,0,1
5,0,5,0,0,0,0,0,2,0,0,0,3
